CustomerID,Gender,Age,Tenure_Months,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SupportTickets,SatisfactionScore,Churn
CUST102672,Female,38,22,41.6,915.2,Two Year,Fiber Optic,Bank Transfer,4,1,No
CUST102673,Male,54,14,41.82,585.48,Month-to-Month,DSL,Credit Card,0,3,No
CUST102674,Male,69,45,46.49,2092.05,Month-to-Month,DSL,Credit Card,7,5,No
CUST102675,Male,41,6,123.56,741.36,Month-to-Month,DSL,Mailed Check,1,7,No
CUST102676,Male,72,65,55.36,3598.4,Two Year,Fiber Optic,Mailed Check,0,5,No
CUST102677,Female,42,21,123.47,2592.87,Month-to-Month,DSL,Electronic Check,8,9,No
CUST102678,Male,24,4,90.27,361.08,Month-to-Month,DSL,Bank Transfer,7,7,No
CUST102679,Male,59,3,119.73,359.19,Month-to-Month,Fiber Optic,Mailed Check,8,1,Yes
CUST102680,Male,34,30,91.98,2759.4,Month-to-Month,No Internet,Mailed Check,4,6,No
CUST102681,Male,46,31,63.65,1973.15,Month-to-Month,DSL,Credit Card,2,2,No
CUST102682,Female,47,34,138.39,4705.26,One Year,No Internet,Credit Card,7,6,No
CUST102683,Male,24,20,112.99,2259.8,One Year,Fiber Optic,Electronic Check,3,3,No
CUST102684,Female,50,54,82.93,4478.22,Month-to-Month,DSL,Electronic Check,0,2,No
CUST102685,Male,24,25,102.87,2571.75,Month-to-Month,DSL,Bank Transfer,8,3,No
CUST102686,Male,41,15,100.06,1500.9,Month-to-Month,Fiber Optic,Mailed Check,3,10,No
CUST102687,Female,28,38,66.56,2529.28,One Year,Fiber Optic,Credit Card,1,4,Yes
CUST102688,Male,26,23,75.09,1727.07,Two Year,Fiber Optic,Bank Transfer,9,1,No
CUST102689,Female,29,52,61.37,3191.24,Two Year,Fiber Optic,Mailed Check,2,4,Yes
CUST102690,Female,52,66,149.94,9896.04,Month-to-Month,Fiber Optic,Bank Transfer,5,6,No
CUST102691,Male,21,57,95.41,5438.37,One Year,DSL,Bank Transfer,8,5,Yes
CUST102692,Female,53,57,31.97,1822.29,Two Year,Fiber Optic,Electronic Check,5,5,No
CUST102693,Female,45,52,87.48,4548.96,One Year,DSL,Mailed Check,3,9,No
CUST102694,Female,74,35,26.5,927.5,Month-to-Month,DSL,Bank Transfer,0,9,No
CUST102695,Female,30,14,57.52,805.28,One Year,Fiber Optic,Bank Transfer,1,9,Yes
CUST102696,Female,40,14,77.97,1091.58,One Year,Fiber Optic,Bank Transfer,6,7,No
CUST102697,Female,36,33,89.46,2952.18,Month-to-Month,No Internet,Electronic Check,2,10,No
CUST102698,Female,59,52,146.9,7638.8,Month-to-Month,No Internet,Electronic Check,1,9,No
CUST102699,Female,54,1,147.69,147.69,One Year,Fiber Optic,Credit Card,5,8,No
CUST102700,Male,56,34,32.75,1113.5,Two Year,DSL,Electronic Check,3,8,No
CUST102701,Male,41,19,89.96,1709.24,Two Year,No Internet,Electronic Check,0,5,No
CUST102702,Female,33,24,126.22,3029.28,Month-to-Month,No Internet,Mailed Check,8,9,No
CUST102703,Male,50,4,50.9,203.6,One Year,Fiber Optic,Mailed Check,8,8,Yes
CUST102704,Female,29,36,117.57,4232.52,Month-to-Month,DSL,Bank Transfer,4,7,No
CUST102705,Female,51,58,134.22,7784.76,Two Year,DSL,Credit Card,7,8,No
CUST102706,Male,24,32,106.12,3395.84,Month-to-Month,Fiber Optic,Electronic Check,5,9,No
CUST102707,Female,28,9,62.6,563.4,Month-to-Month,DSL,Mailed Check,6,7,No
CUST102708,Female,48,67,140.01,9380.67,Month-to-Month,Fiber Optic,Credit Card,5,9,Yes
CUST102709,Female,46,20,134.86,2697.2,One Year,Fiber Optic,Mailed Check,6,8,No
CUST102710,Female,30,62,113.06,7009.72,Month-to-Month,Fiber Optic,Bank Transfer,2,2,No
CUST102711,Male,48,58,67.28,3902.24,One Year,Fiber Optic,Electronic Check,2,3,No
CUST102712,Female,19,22,122.95,2704.9,Month-to-Month,Fiber Optic,Bank Transfer,9,6,No
CUST102713,Female,56,67,61.09,4093.03,Month-to-Month,No Internet,Bank Transfer,2,6,No
CUST102714,Female,32,48,52.88,2538.24,Month-to-Month,Fiber Optic,Mailed Check,9,7,No
CUST102715,Male,74,8,86.95,695.6,Month-to-Month,Fiber Optic,Credit Card,5,2,No
CUST102716,Female,28,15,149.63,2244.45,Month-to-Month,Fiber Optic,Electronic Check,0,1,No
CUST102717,Male,51,32,124.56,3985.92,One Year,Fiber Optic,Credit Card,8,5,No
CUST102718,Male,56,53,114.87,6088.11,Month-to-Month,DSL,Bank Transfer,8,2,Yes
CUST102719,Female,21,67,78.76,5276.92,Month-to-Month,DSL,Electronic Check,3,9,No
CUST102720,Female,28,4,60.55,242.2,Month-to-Month,No Internet,Bank Transfer,1,3,No
CUST102721,Male,46,30,131.27,3938.1,Month-to-Month,DSL,Mailed Check,6,2,Yes
CUST102722,Female,19,13,93.81,1219.53,Month-to-Month,Fiber Optic,Credit Card,6,7,Yes
CUST102723,Male,33,21,125.72,2640.12,Two Year,Fiber Optic,Credit Card,5,6,Yes
CUST102724,Male,56,41,83.41,3419.81,Month-to-Month,DSL,Bank Transfer,7,8,No
CUST102725,Female,30,19,118.01,2242.19,One Year,DSL,Credit Card,2,9,No
CUST102726,Female,54,48,132.81,6374.88,One Year,DSL,Credit Card,1,3,No
CUST102727,Male,34,63,70.88,4465.44,Month-to-Month,DSL,Bank Transfer,9,8,No
CUST102728,Male,38,20,21.76,435.2,One Year,Fiber Optic,Electronic Check,0,4,No
CUST102729,Male,61,64,53.14,3400.96,Month-to-Month,DSL,Mailed Check,2,2,No
CUST102730,Male,36,37,138.94,5140.78,Month-to-Month,Fiber Optic,Electronic Check,7,4,Yes
CUST102731,Female,24,31,109.38,3390.78,One Year,Fiber Optic,Electronic Check,7,4,No
CUST102732,Female,55,18,115.84,2085.12,One Year,Fiber Optic,Mailed Check,6,8,Yes
CUST102733,Female,25,20,62.29,1245.8,Two Year,DSL,Bank Transfer,1,10,No
CUST102734,Female,30,11,111.17,1222.87,One Year,Fiber Optic,Bank Transfer,2,8,Yes
CUST102735,Female,54,44,104.02,4576.88,Month-to-Month,Fiber Optic,Mailed Check,6,7,No
CUST102736,Male,19,64,43.19,2764.16,One Year,Fiber Optic,Credit Card,7,4,No
CUST102737,Female,58,34,145.93,4961.62,One Year,Fiber Optic,Electronic Check,8,2,Yes
CUST102738,Female,28,65,66.02,4291.3,One Year,No Internet,Credit Card,5,1,No
CUST102739,Female,41,55,62.81,3454.55,Two Year,DSL,Bank Transfer,9,2,No
CUST102740,Female,23,1,67.99,67.99,Two Year,DSL,Electronic Check,2,2,Yes
CUST102741,Female,43,38,31.92,1212.96,Month-to-Month,DSL,Bank Transfer,8,3,Yes
CUST102742,Male,24,9,101.25,911.25,Month-to-Month,No Internet,Mailed Check,4,10,No
CUST102743,Male,74,71,51.02,3622.42,One Year,DSL,Mailed Check,3,5,No
CUST102744,Male,56,17,124.43,2115.31,One Year,Fiber Optic,Credit Card,8,1,Yes
CUST102745,Female,36,52,71.24,3704.48,One Year,DSL,Credit Card,9,5,No
CUST102746,Male,23,18,79.61,1432.98,Month-to-Month,DSL,Bank Transfer,1,7,No
CUST102747,Male,60,63,104.03,6553.89,Month-to-Month,DSL,Bank Transfer,9,1,No
CUST102748,Female,46,33,119.04,3928.32,Month-to-Month,DSL,Mailed Check,3,4,Yes
CUST102749,Female,60,4,50.04,200.16,One Year,DSL,Electronic Check,5,2,No
CUST102750,Female,56,52,145.62,7572.24,Month-to-Month,DSL,Mailed Check,5,8,No
CUST102751,Male,19,9,100.9,908.1,One Year,Fiber Optic,Bank Transfer,9,2,No
CUST102752,Male,36,64,20.73,1326.72,Two Year,No Internet,Mailed Check,4,1,No
CUST102753,Female,21,30,74.03,2220.9,Month-to-Month,Fiber Optic,Credit Card,9,2,Yes
CUST102754,Female,23,8,76.79,614.32,Month-to-Month,No Internet,Credit Card,6,10,No
CUST102755,Male,66,5,125.19,625.95,Month-to-Month,DSL,Bank Transfer,4,4,Yes
CUST102756,Male,74,63,59.67,3759.21,Month-to-Month,Fiber Optic,Mailed Check,5,5,No
CUST102757,Female,54,1,63.06,63.06,Month-to-Month,Fiber Optic,Bank Transfer,0,2,No
CUST102758,Female,45,15,29.16,437.4,Month-to-Month,Fiber Optic,Electronic Check,7,4,Yes
CUST102759,Male,47,38,56.86,2160.68,Month-to-Month,DSL,Credit Card,4,7,No
CUST102760,Female,24,42,113.21,4754.82,Month-to-Month,Fiber Optic,Mailed Check,4,5,No
CUST102761,Male,26,46,102.52,4715.92,One Year,Fiber Optic,Credit Card,9,8,No
CUST102762,Male,42,53,30.58,1620.74,Two Year,Fiber Optic,Mailed Check,5,10,No
CUST102763,Male,50,26,34.91,907.66,Month-to-Month,Fiber Optic,Credit Card,5,9,No
CUST102764,Male,18,61,69.0,4209.0,Two Year,Fiber Optic,Bank Transfer,7,1,No
CUST102765,Female,68,67,116.69,7818.23,Month-to-Month,DSL,Credit Card,3,1,No
CUST102766,Female,23,54,128.28,6927.12,Month-to-Month,No Internet,Mailed Check,3,3,No
CUST102767,Male,35,22,21.9,481.8,One Year,No Internet,Bank Transfer,2,8,No
CUST102768,Male,27,26,62.77,1632.02,Month-to-Month,No Internet,Mailed Check,8,1,No
CUST102769,Male,45,60,75.15,4509.0,Month-to-Month,DSL,Electronic Check,7,10,Yes
CUST102770,Male,28,39,138.45,5399.55,Month-to-Month,Fiber Optic,Mailed Check,4,2,Yes
CUST102771,Male,50,36,85.18,3066.48,Two Year,Fiber Optic,Mailed Check,7,1,Yes
CUST102772,Female,18,21,55.06,1156.26,Month-to-Month,Fiber Optic,Bank Transfer,5,1,Yes
CUST102773,Female,30,41,70.71,2899.11,One Year,Fiber Optic,Mailed Check,4,9,No
CUST102774,Female,54,48,76.74,3683.52,One Year,Fiber Optic,Electronic Check,8,10,No
CUST102775,Female,37,26,107.1,2784.6,Month-to-Month,No Internet,Electronic Check,8,1,Yes
CUST102776,Male,18,63,25.34,1596.42,Month-to-Month,DSL,Bank Transfer,7,4,No
CUST102777,Male,69,36,70.63,2542.68,Month-to-Month,No Internet,Electronic Check,9,7,No
CUST102778,Male,20,24,104.05,2497.2,Month-to-Month,Fiber Optic,Bank Transfer,2,5,Yes
CUST102779,Male,35,21,56.83,1193.43,Month-to-Month,DSL,Credit Card,8,10,No
CUST102780,Male,58,18,96.93,1744.74,Month-to-Month,DSL,Mailed Check,5,5,Yes
CUST102781,Female,31,15,66.45,996.75,Month-to-Month,Fiber Optic,Mailed Check,8,7,No
CUST102782,Male,48,6,118.63,711.78,Month-to-Month,Fiber Optic,Mailed Check,0,6,No
CUST102783,Female,44,43,27.88,1198.84,Month-to-Month,DSL,Mailed Check,0,6,No
CUST102784,Female,34,31,139.34,4319.54,Month-to-Month,Fiber Optic,Bank Transfer,5,8,No
CUST102785,Female,72,28,42.31,1184.68,Two Year,No Internet,Mailed Check,3,10,Yes
CUST102786,Female,63,8,40.61,324.88,Month-to-Month,Fiber Optic,Electronic Check,4,9,Yes
CUST102787,Male,46,29,129.28,3749.12,One Year,No Internet,Electronic Check,4,2,No
CUST102788,Female,53,21,133.01,2793.21,Two Year,Fiber Optic,Credit Card,2,10,No
CUST102789,Female,54,58,32.09,1861.22,Month-to-Month,Fiber Optic,Bank Transfer,8,4,Yes
CUST102790,Female,43,60,138.13,8287.8,Month-to-Month,Fiber Optic,Credit Card,0,10,No
CUST102791,Male,70,50,55.53,2776.5,Month-to-Month,DSL,Mailed Check,5,9,No
CUST102792,Male,34,31,100.42,3113.02,Two Year,Fiber Optic,Electronic Check,1,10,No
CUST102793,Male,39,47,28.92,1359.24,One Year,No Internet,Bank Transfer,1,1,No
CUST102794,Female,42,34,69.49,2362.66,Month-to-Month,DSL,Electronic Check,8,10,No
CUST102795,Female,19,2,78.59,157.18,One Year,Fiber Optic,Bank Transfer,9,8,Yes
CUST102796,Male,72,67,97.98,6564.66,One Year,DSL,Credit Card,1,1,No
CUST102797,Female,39,52,88.29,4591.08,Month-to-Month,Fiber Optic,Mailed Check,8,4,Yes
CUST102798,Male,22,7,79.99,559.93,One Year,Fiber Optic,Credit Card,7,9,No
CUST102799,Male,21,19,144.75,2750.25,One Year,DSL,Mailed Check,6,4,No
CUST102800,Female,53,15,44.05,660.75,Month-to-Month,Fiber Optic,Electronic Check,7,5,Yes
CUST102801,Female,23,48,40.54,1945.92,Two Year,No Internet,Credit Card,8,9,No
CUST102802,Female,69,14,112.74,1578.36,Month-to-Month,Fiber Optic,Credit Card,9,8,No
CUST102803,Female,38,3,29.69,89.07,One Year,DSL,Electronic Check,8,1,No
CUST102804,Male,30,50,82.78,4139.0,Month-to-Month,DSL,Electronic Check,2,3,Yes
CUST102805,Male,71,54,82.93,4478.22,Two Year,Fiber Optic,Electronic Check,9,4,No
CUST102806,Male,54,6,60.3,361.8,One Year,DSL,Bank Transfer,0,3,No
CUST102807,Male,72,49,140.96,6907.04,One Year,Fiber Optic,Electronic Check,7,9,Yes
CUST102808,Male,42,23,56.73,1304.79,Two Year,DSL,Bank Transfer,9,6,No
CUST102809,Female,43,20,57.5,1150.0,Month-to-Month,DSL,Electronic Check,3,3,No
CUST102810,Male,72,60,50.46,3027.6,Month-to-Month,Fiber Optic,Bank Transfer,4,8,No
CUST102811,Male,56,45,38.95,1752.75,Month-to-Month,DSL,Electronic Check,5,9,No
CUST102812,Male,37,61,67.32,4106.52,Month-to-Month,Fiber Optic,Bank Transfer,5,10,No
CUST102813,Female,50,56,108.52,6077.12,Month-to-Month,DSL,Mailed Check,6,4,No
CUST102814,Female,31,2,116.48,232.96,One Year,No Internet,Mailed Check,9,5,No
CUST102815,Female,73,45,125.74,5658.3,One Year,Fiber Optic,Credit Card,2,3,Yes
CUST102816,Female,53,40,45.68,1827.2,Month-to-Month,Fiber Optic,Electronic Check,1,5,Yes
CUST102817,Male,34,24,24.63,591.12,Two Year,Fiber Optic,Electronic Check,8,2,No
CUST102818,Male,38,29,146.71,4254.59,One Year,DSL,Bank Transfer,1,2,No
CUST102819,Female,63,67,21.86,1464.62,Two Year,Fiber Optic,Credit Card,8,5,No
CUST102820,Female,33,68,144.89,9852.52,Two Year,DSL,Mailed Check,9,7,No
CUST102821,Male,63,66,127.75,8431.5,Month-to-Month,Fiber Optic,Credit Card,3,1,No
CUST102822,Male,33,54,138.57,7482.78,One Year,Fiber Optic,Bank Transfer,0,3,No
CUST102823,Female,73,53,70.33,3727.49,Month-to-Month,DSL,Electronic Check,2,1,No
CUST102824,Female,37,49,45.64,2236.36,Two Year,Fiber Optic,Credit Card,9,8,No
CUST102825,Female,46,32,98.84,3162.88,One Year,Fiber Optic,Electronic Check,1,2,No
CUST102826,Female,45,61,116.36,7097.96,Month-to-Month,Fiber Optic,Mailed Check,3,6,No
CUST102827,Male,25,42,37.01,1554.42,Two Year,No Internet,Bank Transfer,1,6,No
CUST102828,Male,41,1,123.69,123.69,One Year,Fiber Optic,Electronic Check,9,9,No
CUST102829,Male,20,63,47.12,2968.56,Two Year,Fiber Optic,Credit Card,5,6,No
CUST102830,Female,42,35,83.92,2937.2,Month-to-Month,DSL,Bank Transfer,9,10,Yes
CUST102831,Female,36,51,131.34,6698.34,Two Year,No Internet,Mailed Check,0,6,No
CUST102832,Male,50,71,45.15,3205.65,One Year,DSL,Credit Card,4,1,No
CUST102833,Male,19,45,51.45,2315.25,One Year,No Internet,Electronic Check,8,7,Yes
CUST102834,Male,32,65,28.16,1830.4,Two Year,No Internet,Electronic Check,0,6,No
CUST102835,Male,39,14,39.06,546.84,One Year,Fiber Optic,Bank Transfer,3,8,No
CUST102836,Female,27,3,39.05,117.15,One Year,Fiber Optic,Mailed Check,1,1,No
CUST102837,Male,35,24,46.45,1114.8,Month-to-Month,DSL,Credit Card,1,8,No
CUST102838,Male,39,65,57.21,3718.65,Two Year,DSL,Mailed Check,4,8,Yes
CUST102839,Male,63,48,125.95,6045.6,One Year,Fiber Optic,Credit Card,1,1,No
CUST102840,Male,66,10,139.05,1390.5,Two Year,No Internet,Credit Card,4,7,No
CUST102841,Male,44,13,72.82,946.66,Month-to-Month,DSL,Bank Transfer,0,7,Yes
CUST102842,Male,30,14,36.67,513.38,Month-to-Month,No Internet,Electronic Check,4,7,Yes
CUST102843,Male,50,10,49.1,491.0,Month-to-Month,DSL,Electronic Check,2,3,No
CUST102844,Female,22,40,115.71,4628.4,One Year,Fiber Optic,Electronic Check,1,3,No
CUST102845,Female,43,23,108.07,2485.61,Month-to-Month,No Internet,Mailed Check,3,8,No
CUST102846,Female,30,55,145.74,8015.7,Month-to-Month,DSL,Credit Card,0,8,Yes
CUST102847,Female,44,63,21.88,1378.44,One Year,Fiber Optic,Bank Transfer,2,8,No
CUST102848,Male,74,71,117.6,8349.6,Month-to-Month,DSL,Mailed Check,0,3,No
CUST102849,Female,31,42,85.75,3601.5,Two Year,Fiber Optic,Credit Card,7,4,Yes
CUST102850,Female,41,66,137.35,9065.1,Month-to-Month,DSL,Bank Transfer,4,2,No
CUST102851,Male,20,47,94.9,4460.3,Two Year,Fiber Optic,Credit Card,0,3,No
CUST102852,Male,64,52,78.07,4059.64,Month-to-Month,No Internet,Bank Transfer,1,5,No
CUST102853,Female,68,18,106.56,1918.08,Month-to-Month,DSL,Mailed Check,8,3,No
CUST102854,Female,66,18,128.36,2310.48,Month-to-Month,Fiber Optic,Credit Card,6,4,No
CUST102855,Male,47,24,56.72,1361.28,One Year,Fiber Optic,Credit Card,2,7,No
CUST102856,Female,52,23,33.98,781.54,Month-to-Month,Fiber Optic,Mailed Check,0,3,No
CUST102857,Male,65,12,76.29,915.48,Month-to-Month,DSL,Bank Transfer,1,1,No
CUST102858,Male,31,23,47.89,1101.47,Two Year,Fiber Optic,Electronic Check,6,1,No
CUST102859,Male,29,21,75.84,1592.64,Month-to-Month,No Internet,Electronic Check,7,4,Yes
CUST102860,Male,45,64,148.84,9525.76,One Year,No Internet,Bank Transfer,4,1,No
CUST102861,Female,61,34,94.64,3217.76,One Year,DSL,Bank Transfer,3,6,No
CUST102862,Male,46,2,110.17,220.34,Month-to-Month,Fiber Optic,Electronic Check,9,4,Yes
CUST102863,Male,60,69,108.13,7460.97,One Year,No Internet,Credit Card,3,5,No
CUST102864,Female,34,31,126.69,3927.39,One Year,DSL,Mailed Check,4,6,No
CUST102865,Male,57,68,142.74,9706.32,Month-to-Month,Fiber Optic,Electronic Check,6,2,Yes
CUST102866,Female,66,70,105.65,7395.5,Month-to-Month,Fiber Optic,Bank Transfer,6,1,No
CUST102867,Female,38,19,81.89,1555.91,Two Year,No Internet,Credit Card,3,10,Yes
CUST102868,Female,74,13,61.32,797.16,Month-to-Month,Fiber Optic,Bank Transfer,0,2,Yes
CUST102869,Male,40,65,66.84,4344.6,Month-to-Month,No Internet,Electronic Check,4,6,No
CUST102870,Female,37,6,63.48,380.88,One Year,No Internet,Mailed Check,6,10,No
CUST102871,Female,28,71,62.18,4414.78,Month-to-Month,Fiber Optic,Mailed Check,3,9,No
CUST102872,Male,74,27,110.3,2978.1,Two Year,No Internet,Credit Card,6,8,No
CUST102873,Female,74,52,96.4,5012.8,Month-to-Month,Fiber Optic,Mailed Check,7,10,No
CUST102874,Female,51,48,46.26,2220.48,Month-to-Month,Fiber Optic,Electronic Check,1,1,Yes
CUST102875,Female,27,68,146.05,9931.4,One Year,Fiber Optic,Electronic Check,1,5,No
CUST102876,Female,27,44,75.6,3326.4,Month-to-Month,Fiber Optic,Electronic Check,4,7,Yes
CUST102877,Female,60,17,93.59,1591.03,One Year,Fiber Optic,Credit Card,2,8,No
CUST102878,Male,23,38,111.34,4230.92,Two Year,Fiber Optic,Electronic Check,3,7,Yes
CUST102879,Female,53,10,99.78,997.8,Month-to-Month,Fiber Optic,Mailed Check,0,1,Yes
CUST102880,Female,41,54,60.44,3263.76,Month-to-Month,Fiber Optic,Credit Card,3,4,No
CUST102881,Male,29,6,123.7,742.2,Month-to-Month,DSL,Electronic Check,3,4,No
CUST102882,Male,60,6,34.32,205.92,Two Year,DSL,Electronic Check,3,9,No
CUST102883,Male,72,52,93.97,4886.44,Month-to-Month,DSL,Bank Transfer,2,6,Yes
CUST102884,Female,40,15,55.53,832.95,Month-to-Month,Fiber Optic,Electronic Check,1,6,No
CUST102885,Male,44,68,100.05,6803.4,One Year,Fiber Optic,Credit Card,3,5,No
CUST102886,Female,74,57,48.34,2755.38,Month-to-Month,Fiber Optic,Bank Transfer,7,5,No
CUST102887,Female,62,56,120.39,6741.84,Month-to-Month,Fiber Optic,Credit Card,2,9,No
CUST102888,Male,54,7,49.58,347.06,Two Year,DSL,Electronic Check,5,2,Yes
CUST102889,Male,23,51,135.75,6923.25,Month-to-Month,DSL,Mailed Check,1,10,No
CUST102890,Female,18,58,132.0,7656.0,Month-to-Month,Fiber Optic,Bank Transfer,0,5,No
CUST102891,Male,23,64,67.11,4295.04,Month-to-Month,Fiber Optic,Bank Transfer,6,1,Yes
CUST102892,Female,67,26,70.16,1824.16,Two Year,Fiber Optic,Bank Transfer,5,5,No
CUST102893,Male,39,58,111.2,6449.6,Month-to-Month,DSL,Credit Card,9,4,No
CUST102894,Male,58,31,31.75,984.25,Month-to-Month,Fiber Optic,Bank Transfer,3,4,No
CUST102895,Male,41,66,30.52,2014.32,Month-to-Month,DSL,Mailed Check,6,4,No
CUST102896,Female,42,13,37.72,490.36,Two Year,Fiber Optic,Mailed Check,5,3,No
CUST102897,Male,32,18,93.12,1676.16,Month-to-Month,No Internet,Bank Transfer,1,6,No
CUST102898,Female,43,13,39.37,511.81,Month-to-Month,Fiber Optic,Credit Card,3,3,Yes
CUST102899,Female,25,24,56.09,1346.16,One Year,Fiber Optic,Credit Card,8,6,Yes
CUST102900,Female,68,57,104.1,5933.7,Month-to-Month,DSL,Credit Card,7,6,Yes
CUST102901,Female,41,29,22.03,638.87,One Year,Fiber Optic,Electronic Check,5,10,No
CUST102902,Male,65,56,43.43,2432.08,One Year,No Internet,Credit Card,0,2,No
CUST102903,Female,55,54,140.89,7608.06,Month-to-Month,DSL,Credit Card,6,9,Yes
CUST102904,Female,23,5,106.27,531.35,One Year,DSL,Bank Transfer,0,10,No
CUST102905,Male,71,35,59.72,2090.2,Month-to-Month,DSL,Electronic Check,7,8,No
CUST102906,Female,52,19,25.89,491.91,Month-to-Month,Fiber Optic,Bank Transfer,2,7,No
CUST102907,Male,59,55,96.19,5290.45,One Year,DSL,Credit Card,8,9,No
CUST102908,Female,18,69,48.97,3378.93,Month-to-Month,Fiber Optic,Credit Card,4,8,Yes
CUST102909,Male,63,44,144.82,6372.08,Month-to-Month,DSL,Bank Transfer,5,9,No
CUST102910,Female,53,38,109.3,4153.4,Month-to-Month,DSL,Electronic Check,3,8,No
CUST102911,Male,29,62,146.64,9091.68,Two Year,DSL,Electronic Check,5,3,No
CUST102912,Female,55,22,130.36,2867.92,Two Year,Fiber Optic,Bank Transfer,8,10,No
CUST102913,Female,28,40,82.79,3311.6,Month-to-Month,Fiber Optic,Credit Card,6,1,No
CUST102914,Male,29,26,107.04,2783.04,Month-to-Month,DSL,Electronic Check,1,6,No
CUST102915,Male,59,5,125.57,627.85,Two Year,Fiber Optic,Electronic Check,5,3,No
CUST102916,Male,67,54,95.16,5138.64,Month-to-Month,Fiber Optic,Mailed Check,8,3,Yes
CUST102917,Male,56,49,27.99,1371.51,Month-to-Month,Fiber Optic,Bank Transfer,7,6,Yes
CUST102918,Female,24,3,81.16,243.48,One Year,DSL,Electronic Check,0,10,No
CUST102919,Female,28,38,36.97,1404.86,Month-to-Month,Fiber Optic,Mailed Check,4,9,No
CUST102920,Male,53,14,112.93,1581.02,One Year,No Internet,Mailed Check,5,5,No
CUST102921,Female,69,47,108.48,5098.56,Two Year,Fiber Optic,Mailed Check,8,1,Yes
CUST102922,Male,48,14,149.08,2087.12,Month-to-Month,Fiber Optic,Credit Card,3,10,No
CUST102923,Male,50,38,101.75,3866.5,One Year,Fiber Optic,Bank Transfer,0,7,No
CUST102924,Female,30,64,124.02,7937.28,One Year,Fiber Optic,Electronic Check,5,9,Yes
CUST102925,Female,35,44,54.88,2414.72,Two Year,DSL,Mailed Check,8,10,Yes
CUST102926,Female,58,70,64.2,4494.0,Month-to-Month,Fiber Optic,Credit Card,5,2,No
CUST102927,Female,73,65,139.21,9048.65,Two Year,Fiber Optic,Credit Card,6,9,No
CUST102928,Female,41,25,118.17,2954.25,Month-to-Month,No Internet,Bank Transfer,9,5,Yes
CUST102929,Female,26,16,105.18,1682.88,Month-to-Month,Fiber Optic,Bank Transfer,3,1,Yes
CUST102930,Female,48,15,53.02,795.3,Month-to-Month,Fiber Optic,Credit Card,1,4,Yes
CUST102931,Male,72,3,110.82,332.46,Two Year,Fiber Optic,Credit Card,2,8,No
CUST102932,Male,58,67,135.28,9063.76,Month-to-Month,Fiber Optic,Mailed Check,0,3,No
CUST102933,Male,27,37,50.0,1850.0,Two Year,DSL,Mailed Check,1,5,Yes
CUST102934,Male,19,55,111.8,6149.0,Month-to-Month,No Internet,Electronic Check,6,2,No
CUST102935,Male,55,38,71.18,2704.84,Two Year,DSL,Mailed Check,8,5,No
CUST102936,Female,32,63,35.44,2232.72,Month-to-Month,DSL,Mailed Check,8,9,No
CUST102937,Male,20,1,119.25,119.25,Month-to-Month,No Internet,Mailed Check,8,3,Yes
CUST102938,Male,60,71,41.73,2962.83,One Year,DSL,Electronic Check,0,7,Yes
CUST102939,Male,48,19,52.88,1004.72,Month-to-Month,Fiber Optic,Electronic Check,6,6,Yes
CUST102940,Male,23,52,121.78,6332.56,Month-to-Month,Fiber Optic,Electronic Check,6,2,Yes
CUST102941,Male,20,30,116.48,3494.4,One Year,DSL,Electronic Check,8,7,No
CUST102942,Male,73,55,53.04,2917.2,Month-to-Month,Fiber Optic,Mailed Check,8,10,No
CUST102943,Male,28,14,142.33,1992.62,One Year,Fiber Optic,Bank Transfer,0,4,No
CUST102944,Female,32,13,47.99,623.87,Month-to-Month,DSL,Electronic Check,9,6,No
CUST102945,Female,62,27,149.17,4027.59,Month-to-Month,Fiber Optic,Electronic Check,4,7,No
CUST102946,Male,69,9,115.93,1043.37,Two Year,DSL,Electronic Check,1,9,No
CUST102947,Female,45,41,71.03,2912.23,Month-to-Month,Fiber Optic,Mailed Check,5,7,Yes
CUST102948,Female,27,48,36.95,1773.6,One Year,DSL,Credit Card,1,3,No
CUST102949,Female,55,12,61.67,740.04,Month-to-Month,Fiber Optic,Mailed Check,5,9,No
CUST102950,Female,64,10,45.19,451.9,Month-to-Month,Fiber Optic,Electronic Check,6,6,No
CUST102951,Male,74,6,100.84,605.04,Month-to-Month,DSL,Mailed Check,5,4,No
CUST102952,Female,67,34,66.39,2257.26,Month-to-Month,No Internet,Bank Transfer,0,10,Yes
CUST102953,Female,67,52,58.35,3034.2,Month-to-Month,DSL,Mailed Check,3,5,No
CUST102954,Female,24,41,118.43,4855.63,Month-to-Month,DSL,Credit Card,2,10,No
CUST102955,Male,32,6,49.98,299.88,Month-to-Month,No Internet,Credit Card,4,1,Yes
CUST102956,Male,35,2,96.3,192.6,Month-to-Month,Fiber Optic,Electronic Check,6,4,Yes
CUST102957,Male,35,15,45.3,679.5,Two Year,Fiber Optic,Credit Card,2,3,Yes
CUST102958,Male,69,17,112.92,1919.64,Month-to-Month,Fiber Optic,Electronic Check,0,6,No
CUST102959,Male,58,16,101.27,1620.32,One Year,Fiber Optic,Mailed Check,8,9,Yes
CUST102960,Male,41,28,123.76,3465.28,Month-to-Month,No Internet,Mailed Check,5,3,Yes
CUST102961,Male,19,10,28.9,289.0,Two Year,DSL,Electronic Check,5,5,No
